URL,Referrer,StatusCode,Title,Meta Description,H1 Count,Canonical,Header Levels,Internal Links,External Links,Has Main,Has Nav,Has Footer,Has Header,Inline Style Tags,Inline Script Tags,Structured Data Count,Image Count,Anchor Count
https://golang.org,,200,The Go Programming Language,"Go is an open source programming language that makes it simple to build secure, scalable systems.",1,,"1,2,2,2,3,3,3,3,2",75,64,true,true,true,true,0,2,0,52,142
